Bill No,Date,Customer,Mobile,Total Amount,Received,Balance,Payment Mode
129182,10-12-2025,Customer 150674,8621351112,4274.0,2137.0,2137.0,
129274,27-12-2025,Customer 127267,9917864878,19851.0,9925.0,9926.0,
129313,29-12-2025,Customer 375898,8592600891,12462.0,6231.0,6231.0,
129330,30-12-2025,Customer 401178,6973514024,13392.0,6696.0,6696.0,
129366,11-12-2025,Customer 622855,6267265899,14530.0,7265.0,7265.0,
129396,07-12-2025,Customer 543738,7274099130,10933.0,5466.0,5467.0,
129397,20-12-2025,Customer 746140,9584247872,2311.0,2311.0,0.0,
129416,18-12-2025,Customer 307132,7237733080,14409.0,7204.0,7205.0,
129465,08-12-2025,Customer 206293,9361285325,7693.0,7693.0,0.0,
129489,12-12-2025,Customer 571358,7383371197,1333.0,666.0,667.0,
129508,15-12-2025,Customer 164107,8821346964,7323.0,3661.0,3662.0,
129538,06-12-2025,Customer 572178,6364614546,12028.0,12028.0,0.0,
129566,28-12-2025,Customer 961627,6918208071,7830.0,3915.0,3915.0,
129584,29-12-2025,Customer 675295,7258026908,1607.0,803.0,804.0,
129630,26-12-2025,Customer 133876,6052030567,9968.0,4984.0,4984.0,
129635,26-12-2025,Customer 524667,6993913400,14921.0,14921.0,0.0,
129670,31-12-2025,Customer 288228,7841495311,4616.0,2308.0,2308.0,
129703,24-12-2025,Customer 276019,7017524486,4832.0,4832.0,0.0,
129705,08-12-2025,Customer 722595,9369944720,2109.0,2109.0,0.0,
129709,04-12-2025,Customer 617439,6938114853,7145.0,3572.0,3573.0,
129733,18-12-2025,Customer 263295,8063751676,1323.0,661.0,662.0,
129752,12-12-2025,Customer 652837,7031481255,2275.0,1137.0,1138.0,
129763,27-12-2025,Customer 341779,7369656798,10361.0,5180.0,5181.0,
129782,15-12-2025,Customer 744282,8400675958,17568.0,8784.0,8784.0,
129888,05-12-2025,Customer 423735,8472020293,7718.0,3859.0,3859.0,
129920,05-12-2025,Customer 819620,7923298157,18389.0,9194.0,9195.0,
130019,20-12-2025,Customer 396156,6128740632,13506.0,13506.0,0.0,
130023,28-12-2025,Customer 998797,8896109159,10424.0,5212.0,5212.0,
130030,25-12-2025,Customer 208596,7784579859,755.0,377.0,378.0,
130084,28-12-2025,Customer 611227,7388311618,17952.0,8976.0,8976.0,
130096,17-12-2025,Customer 390573,7099565092,1141.0,570.0,571.0,
130098,06-12-2025,Customer 433552,7757734132,19706.0,19706.0,0.0,
130142,14-12-2025,Customer 199492,7953028696,11154.0,11154.0,0.0,
130193,29-12-2025,Customer 635125,6041732063,10205.0,5102.0,5103.0,
130265,08-12-2025,Customer 713037,9006410909,12857.0,6428.0,6429.0,
130290,09-12-2025,Customer 853571,6653657716,2096.0,1048.0,1048.0,
130324,26-12-2025,Customer 615634,8460377725,14282.0,7141.0,7141.0,
130363,09-12-2025,Customer 172338,8965441117,2820.0,2820.0,0.0,
130382,31-12-2025,Customer 353212,7521122434,5241.0,5241.0,0.0,
130384,18-12-2025,Customer 771000,9870276337,3621.0,3621.0,0.0,
130462,08-12-2025,Customer 872412,7364375066,10660.0,5330.0,5330.0,
130464,02-12-2025,Customer 680422,8725663842,2327.0,2327.0,0.0,
130525,02-12-2025,Customer 225837,8488466646,16495.0,16495.0,0.0,
130536,20-12-2025,Customer 146261,9568936085,11669.0,5834.0,5835.0,
130589,22-12-2025,Customer 678237,9618135162,12980.0,6490.0,6490.0,
130611,24-12-2025,Customer 778371,8009004227,841.0,420.0,421.0,
130617,17-12-2025,Customer 488556,6187308996,14372.0,7186.0,7186.0,
130674,04-12-2025,Customer 299686,6141050462,9846.0,4923.0,4923.0,
130676,03-12-2025,Customer 158858,9102688742,961.0,961.0,0.0,
130731,18-12-2025,Customer 612138,7506911703,4225.0,2112.0,2113.0,
130753,24-12-2025,Customer 484713,8405899328,5024.0,2512.0,2512.0,
130760,14-12-2025,Customer 602740,9094760525,3307.0,3307.0,0.0,
130785,22-12-2025,Customer 827844,9508649619,17585.0,8792.0,8793.0,
130796,13-12-2025,Customer 563835,6701682031,2915.0,1457.0,1458.0,
130818,19-12-2025,Customer 786996,7954234879,7097.0,3548.0,3549.0,
130823,26-12-2025,Customer 202058,7798895278,2606.0,2606.0,0.0,
130854,29-12-2025,Customer 191015,9629016170,17737.0,8868.0,8869.0,
130861,21-12-2025,Customer 522367,7987818305,5820.0,2910.0,2910.0,
130871,08-12-2025,Customer 405416,8200912856,7230.0,3615.0,3615.0,
130901,07-12-2025,Customer 641838,6131967286,19741.0,19741.0,0.0,
130915,31-12-2025,Customer 371304,6620465662,19352.0,9676.0,9676.0,
130919,27-12-2025,Customer 231966,7376746621,5220.0,5220.0,0.0,
130932,15-12-2025,Customer 322042,8109624902,19253.0,9626.0,9627.0,
130940,21-12-2025,Customer 509608,9650968916,7686.0,3843.0,3843.0,
130946,22-12-2025,Customer 784901,9516831367,8714.0,4357.0,4357.0,
130947,21-12-2025,Customer 957093,7715865998,9609.0,4804.0,4805.0,
130957,14-12-2025,Customer 278257,7390013504,2409.0,2409.0,0.0,
130974,17-12-2025,Customer 751116,8994105753,5120.0,2560.0,2560.0,
131011,12-12-2025,Customer 971312,9442142782,19066.0,9533.0,9533.0,
131031,18-12-2025,Customer 308163,7928582076,1004.0,502.0,502.0,
131060,31-12-2025,Customer 369947,6710838300,18359.0,9179.0,9180.0,
131112,10-12-2025,Customer 351855,9732870091,13464.0,6732.0,6732.0,
131121,23-12-2025,Customer 652934,8683159628,4327.0,4327.0,0.0,
131133,28-12-2025,Customer 816245,9381289184,7452.0,3726.0,3726.0,
131165,13-12-2025,Customer 869296,9179986189,11166.0,11166.0,0.0,
131174,24-12-2025,Customer 746708,8591568345,5352.0,2676.0,2676.0,
131182,11-12-2025,Customer 353305,9264075564,12915.0,6457.0,6458.0,
131218,13-12-2025,Customer 898899,9664491576,16039.0,8019.0,8020.0,
131271,30-12-2025,Customer 323523,6079422430,17602.0,8801.0,8801.0,
131277,25-12-2025,Customer 194936,9244611813,17766.0,8883.0,8883.0,
131352,05-12-2025,Customer 354583,7473497721,12927.0,12927.0,0.0,
131425,27-12-2025,Customer 403729,7791469163,6568.0,3284.0,3284.0,
131428,29-12-2025,Customer 175393,8890865065,13570.0,6785.0,6785.0,
131439,05-12-2025,Customer 269792,7918203754,18202.0,18202.0,0.0,
131468,10-12-2025,Customer 759229,6650355845,17078.0,8539.0,8539.0,
131523,16-12-2025,Customer 203682,8037596288,16242.0,8121.0,8121.0,
131529,18-12-2025,Customer 517446,9874412418,2040.0,1020.0,1020.0,
131561,03-12-2025,Customer 985418,7271244375,9035.0,4517.0,4518.0,
131602,05-12-2025,Customer 730961,8087542370,5813.0,2906.0,2907.0,
131659,22-12-2025,Customer 152907,6466962737,7822.0,7822.0,0.0,
131686,06-12-2025,Customer 479700,6257866332,1132.0,566.0,566.0,
131703,09-12-2025,Customer 426573,8410411264,19254.0,19254.0,0.0,
131707,14-12-2025,Customer 408505,9116929583,17936.0,8968.0,8968.0,
131728,03-12-2025,Customer 482511,7869136048,537.0,537.0,0.0,
131740,03-12-2025,Customer 258022,6442134401,10799.0,5399.0,5400.0,
131748,20-12-2025,Customer 293578,9534119345,16679.0,8339.0,8340.0,
131775,18-12-2025,Customer 682813,7241684636,18922.0,9461.0,9461.0,
131785,10-12-2025,Customer 212086,6402341116,19284.0,19284.0,0.0,
131811,07-12-2025,Customer 116670,9116064236,8663.0,4331.0,4332.0,
131817,10-12-2025,Customer 146665,8746739702,12718.0,6359.0,6359.0,
131865,26-12-2025,Customer 208750,9395467143,19454.0,9727.0,9727.0,
131902,03-12-2025,Customer 949851,6672467798,5779.0,2889.0,2890.0,
131906,13-12-2025,Customer 733202,6020328319,17384.0,8692.0,8692.0,
131920,19-12-2025,Customer 788301,6123988336,3055.0,1527.0,1528.0,
131932,13-12-2025,Customer 243938,6304922947,16436.0,16436.0,0.0,
131941,04-12-2025,Customer 586190,9329120659,19332.0,9666.0,9666.0,
131956,26-12-2025,Customer 612503,6846414295,9124.0,9124.0,0.0,
131985,20-12-2025,Customer 684980,7499409847,10812.0,5406.0,5406.0,
132036,27-12-2025,Customer 235838,9034854998,11615.0,11615.0,0.0,
132043,06-12-2025,Customer 240641,9578056390,636.0,318.0,318.0,
132056,19-12-2025,Customer 530535,8780035902,17722.0,8861.0,8861.0,
132070,15-12-2025,Customer 151897,8546495565,838.0,419.0,419.0,
132152,11-12-2025,Customer 469377,8416488327,14175.0,14175.0,0.0,
132177,28-12-2025,Customer 293419,6884473410,13017.0,6508.0,6509.0,
132203,23-12-2025,Customer 413762,6132738064,12819.0,12819.0,0.0,
132205,06-12-2025,Customer 598135,9455360750,5957.0,2978.0,2979.0,
132259,28-12-2025,Customer 114847,9164171710,5975.0,2987.0,2988.0,
132277,24-12-2025,Customer 427513,6155151038,16637.0,16637.0,0.0,
132297,20-12-2025,Customer 905034,9362444901,4359.0,4359.0,0.0,
132324,03-12-2025,Customer 646149,8448185349,17752.0,8876.0,8876.0,
132360,28-12-2025,Customer 387466,7448493973,10632.0,5316.0,5316.0,
132362,14-12-2025,Customer 940448,7714270016,12343.0,12343.0,0.0,
132398,08-12-2025,Customer 397824,6155459174,8213.0,8213.0,0.0,
132415,31-12-2025,Customer 875723,7978268004,16421.0,8210.0,8211.0,
132446,21-12-2025,Customer 907319,6661045453,11531.0,11531.0,0.0,
132448,28-12-2025,Customer 998805,6915104676,5211.0,5211.0,0.0,
132456,13-12-2025,Customer 423437,6666629076,14378.0,7189.0,7189.0,
132488,12-12-2025,Customer 877378,8991664777,17893.0,8946.0,8947.0,
132511,22-12-2025,Customer 546366,9290759349,9839.0,4919.0,4920.0,
132520,27-12-2025,Customer 709214,8101601187,4291.0,4291.0,0.0,
132587,15-12-2025,Customer 381834,7765956620,15015.0,15015.0,0.0,
132591,15-12-2025,Customer 119251,7168451596,2189.0,1094.0,1095.0,
132617,17-12-2025,Customer 796030,8473557878,8127.0,8127.0,0.0,
132626,13-12-2025,Customer 281867,6915151518,13323.0,6661.0,6662.0,
132669,25-12-2025,Customer 906042,7397006298,18249.0,9124.0,9125.0,
132700,20-12-2025,Customer 511377,8553399908,2913.0,1456.0,1457.0,
132712,21-12-2025,Customer 373839,6698757565,2781.0,1390.0,1391.0,
132730,23-12-2025,Customer 648259,6204869454,8004.0,4002.0,4002.0,
132843,14-12-2025,Customer 449012,8104951823,560.0,280.0,280.0,
132850,27-12-2025,Customer 850034,7286316423,12275.0,12275.0,0.0,
132888,23-12-2025,Customer 948364,6846723789,16467.0,8233.0,8234.0,
132889,04-12-2025,Customer 709118,9442058195,552.0,552.0,0.0,
132959,25-12-2025,Customer 684318,6107123001,602.0,602.0,0.0,
132991,14-12-2025,Customer 620567,6057114185,7845.0,7845.0,0.0,
132997,12-12-2025,Customer 830349,9797738357,9541.0,4770.0,4771.0,
133019,03-12-2025,Customer 520603,6541692922,2168.0,1084.0,1084.0,
133056,22-12-2025,Customer 735196,6104376739,10738.0,10738.0,0.0,
133095,10-12-2025,Customer 910927,6565025619,15239.0,15239.0,0.0,
133136,13-12-2025,Customer 844680,9505339602,1736.0,868.0,868.0,
133203,14-12-2025,Customer 983415,7405388478,3694.0,1847.0,1847.0,
133218,31-12-2025,Customer 909263,7882648055,7313.0,3656.0,3657.0,
133240,14-12-2025,Customer 791988,9814972269,3929.0,1964.0,1965.0,
133244,05-12-2025,Customer 228307,8397392022,3815.0,1907.0,1908.0,
133260,13-12-2025,Customer 842453,8654081213,7060.0,7060.0,0.0,
133304,31-12-2025,Customer 300698,7609285944,8929.0,8929.0,0.0,
133325,18-12-2025,Customer 413617,7333953978,7690.0,7690.0,0.0,
133358,10-12-2025,Customer 376222,8381324351,14481.0,7240.0,7241.0,
133369,24-12-2025,Customer 398902,8926509208,4077.0,2038.0,2039.0,
133374,03-12-2025,Customer 886199,7863054240,9461.0,4730.0,4731.0,
133390,07-12-2025,Customer 785818,6698982612,4360.0,2180.0,2180.0,
133452,20-12-2025,Customer 290905,9928019684,6380.0,3190.0,3190.0,
133468,14-12-2025,Customer 264105,6409760826,9706.0,9706.0,0.0,
133473,27-12-2025,Customer 787642,6223137055,11108.0,5554.0,5554.0,
133478,22-12-2025,Customer 341509,9963710385,13849.0,13849.0,0.0,
133481,13-12-2025,Customer 243768,9353611429,6148.0,6148.0,0.0,
133547,08-12-2025,Customer 659899,7720032050,14016.0,7008.0,7008.0,
133553,16-12-2025,Customer 826582,7450242196,4857.0,4857.0,0.0,
133555,12-12-2025,Customer 306849,9665998657,10956.0,10956.0,0.0,
133560,31-12-2025,Customer 785247,6902748878,14537.0,14537.0,0.0,
133566,13-12-2025,Customer 683627,7817002212,1121.0,560.0,561.0,
133568,25-12-2025,Customer 245585,6101650224,10664.0,10664.0,0.0,
133599,23-12-2025,Customer 524672,8694876566,11529.0,5764.0,5765.0,
133604,03-12-2025,Customer 415196,6649702784,19593.0,9796.0,9797.0,
133606,27-12-2025,Customer 308117,9037293482,1103.0,551.0,552.0,
133614,05-12-2025,Customer 896340,6896912876,19115.0,9557.0,9558.0,
133623,20-12-2025,Customer 425498,9953930354,10103.0,5051.0,5052.0,
133643,02-12-2025,Customer 783112,7066232072,17002.0,17002.0,0.0,
133651,29-12-2025,Customer 254413,9688276674,18364.0,9182.0,9182.0,
133711,10-12-2025,Customer 828881,6053575562,3661.0,3661.0,0.0,
133731,20-12-2025,Customer 110189,8852141878,5714.0,5714.0,0.0,
133759,21-12-2025,Customer 377290,6270204336,4043.0,2021.0,2022.0,
133816,27-12-2025,Customer 565787,9091009434,4417.0,2208.0,2209.0,
133882,13-12-2025,Customer 441185,9628819864,930.0,465.0,465.0,
133926,17-12-2025,Customer 448751,7032787198,11400.0,5700.0,5700.0,
133984,26-12-2025,Customer 206068,8620830818,9497.0,4748.0,4749.0,
134008,04-12-2025,Customer 504724,8316893688,17453.0,17453.0,0.0,
134034,02-12-2025,Customer 208825,9100981236,4528.0,4528.0,0.0,
134068,29-12-2025,Customer 879387,6736449623,13185.0,13185.0,0.0,
134099,20-12-2025,Customer 820053,7012382617,11559.0,5779.0,5780.0,
134156,27-12-2025,Customer 964437,9514455829,8747.0,4373.0,4374.0,
134183,03-12-2025,Customer 993408,6712989530,18615.0,18615.0,0.0,
134191,06-12-2025,Customer 712278,9350441826,12402.0,6201.0,6201.0,
134215,30-12-2025,Customer 252067,9152085942,4100.0,2050.0,2050.0,
134216,05-12-2025,Customer 884378,7306095198,9620.0,4810.0,4810.0,
134262,29-12-2025,Customer 701250,6875469132,16217.0,16217.0,0.0,
134277,29-12-2025,Customer 863466,7751508812,19474.0,19474.0,0.0,
134301,17-12-2025,Customer 257823,9165281600,2156.0,2156.0,0.0,
134309,25-12-2025,Customer 486735,8088491493,4195.0,2097.0,2098.0,
134315,11-12-2025,Customer 337706,6066403618,1498.0,749.0,749.0,
134316,29-12-2025,Customer 570299,9710087355,5558.0,2779.0,2779.0,
134368,06-12-2025,Customer 363745,7491018289,9842.0,9842.0,0.0,
134384,25-12-2025,Customer 910395,8587052182,18680.0,9340.0,9340.0,
134388,25-12-2025,Customer 287609,7769809948,2725.0,1362.0,1363.0,
134402,26-12-2025,Customer 420776,9440526497,12370.0,12370.0,0.0,
134409,10-12-2025,Customer 602761,9839538638,656.0,328.0,328.0,
134471,26-12-2025,Customer 209958,7677703784,17340.0,8670.0,8670.0,
134481,08-12-2025,Customer 663577,8956719654,3552.0,3552.0,0.0,
134505,03-12-2025,Customer 834950,8701276493,4952.0,2476.0,2476.0,
134544,22-12-2025,Customer 109227,8512991762,1081.0,540.0,541.0,
134545,10-12-2025,Customer 418785,9258170631,5813.0,2906.0,2907.0,
134554,03-12-2025,Customer 393804,6477234284,10690.0,10690.0,0.0,
134559,02-12-2025,Customer 605144,6860181551,2195.0,2195.0,0.0,
134560,04-12-2025,Customer 398506,9051871849,4000.0,2000.0,2000.0,
134585,16-12-2025,Customer 806613,6970957467,1488.0,1488.0,0.0,
134589,28-12-2025,Customer 516704,7587693825,14247.0,14247.0,0.0,
134598,04-12-2025,Customer 966862,7038790788,6689.0,6689.0,0.0,
134600,12-12-2025,Customer 566660,8021714509,9752.0,4876.0,4876.0,
134616,12-12-2025,Customer 805593,9267591689,8285.0,8285.0,0.0,
134622,07-12-2025,Customer 910521,8967595211,11712.0,5856.0,5856.0,
134626,07-12-2025,Customer 340591,6385461946,1922.0,1922.0,0.0,
134695,23-12-2025,Customer 442408,7043326110,18492.0,9246.0,9246.0,
134704,25-12-2025,Customer 927005,6830997406,4702.0,4702.0,0.0,
134706,04-12-2025,Customer 329713,8842736570,4038.0,2019.0,2019.0,
134723,03-12-2025,Customer 727171,6261261921,17201.0,17201.0,0.0,
134856,05-12-2025,Customer 269394,7565195211,8422.0,4211.0,4211.0,
134872,27-12-2025,Customer 541926,9546968801,8931.0,4465.0,4466.0,
134909,03-12-2025,Customer 502082,7627919801,4636.0,2318.0,2318.0,
134912,26-12-2025,Customer 445413,6930734271,1432.0,1432.0,0.0,
134925,08-12-2025,Customer 737061,6126492484,5954.0,5954.0,0.0,
134948,13-12-2025,Customer 621622,6925936315,3862.0,1931.0,1931.0,
134965,24-12-2025,Customer 992788,7819885211,8456.0,8456.0,0.0,
134984,31-12-2025,Customer 756514,6501605577,8149.0,4074.0,4075.0,
135074,06-12-2025,Customer 927153,7216362356,8636.0,4318.0,4318.0,
135077,14-12-2025,Customer 761776,9895819877,9223.0,4611.0,4612.0,
135078,28-12-2025,Customer 860063,9762224769,7188.0,3594.0,3594.0,
135087,11-12-2025,Customer 561138,6166135317,6729.0,6729.0,0.0,
135106,13-12-2025,Customer 318878,9871152374,525.0,262.0,263.0,
135185,10-12-2025,Customer 677632,7019985884,14765.0,7382.0,7383.0,
135192,12-12-2025,Customer 539217,8176004446,17606.0,8803.0,8803.0,
135196,26-12-2025,Customer 467164,8191817520,12864.0,6432.0,6432.0,
135249,22-12-2025,Customer 560975,8232257429,7752.0,3876.0,3876.0,
135274,31-12-2025,Customer 890147,6015429920,3560.0,3560.0,0.0,
135310,31-12-2025,Customer 550732,8486915947,4588.0,2294.0,2294.0,
135332,11-12-2025,Customer 854139,9603047004,10622.0,10622.0,0.0,
135336,10-12-2025,Customer 835859,9397529328,7947.0,7947.0,0.0,
135382,06-12-2025,Customer 660828,9227671097,2912.0,2912.0,0.0,
135393,17-12-2025,Customer 436162,9546919433,9919.0,4959.0,4960.0,
135413,27-12-2025,Customer 346978,7132418631,12528.0,12528.0,0.0,
135485,02-12-2025,Customer 929754,9181816641,18950.0,9475.0,9475.0,
135487,02-12-2025,Customer 935501,8141614937,8911.0,8911.0,0.0,
135514,16-12-2025,Customer 723246,6546234422,10008.0,5004.0,5004.0,
135518,22-12-2025,Customer 239081,9928296259,7548.0,3774.0,3774.0,
135584,20-12-2025,Customer 346172,6001115170,1098.0,549.0,549.0,
135585,06-12-2025,Customer 966336,8247136281,17022.0,8511.0,8511.0,
135623,10-12-2025,Customer 986687,6796680933,14261.0,14261.0,0.0,
135626,18-12-2025,Customer 525479,7907270874,4129.0,2064.0,2065.0,
135654,22-12-2025,Customer 373865,6750306802,8958.0,8958.0,0.0,
135666,09-12-2025,Customer 587922,8831449407,6305.0,3152.0,3153.0,
135799,27-12-2025,Customer 712256,9380658446,1528.0,764.0,764.0,
135817,17-12-2025,Customer 718517,6322314764,5648.0,2824.0,2824.0,
135821,03-12-2025,Customer 471180,7872214873,19447.0,19447.0,0.0,
135845,04-12-2025,Customer 342408,9380419605,11574.0,5787.0,5787.0,
135855,21-12-2025,Customer 848554,6192877501,16189.0,8094.0,8095.0,
135874,05-12-2025,Customer 975047,7720333419,18969.0,18969.0,0.0,
135903,27-12-2025,Customer 997687,8234269519,17410.0,17410.0,0.0,
135926,27-12-2025,Customer 301608,6531777602,13263.0,6631.0,6632.0,
135927,13-12-2025,Customer 381122,6265048819,11747.0,5873.0,5874.0,
135944,22-12-2025,Customer 537584,8899671329,15549.0,7774.0,7775.0,
136030,08-12-2025,Customer 932550,8622628638,13569.0,13569.0,0.0,
136037,06-12-2025,Customer 547739,7408675749,15604.0,7802.0,7802.0,
136067,03-12-2025,Customer 984353,9460181013,6755.0,3377.0,3378.0,
136088,20-12-2025,Customer 880153,8886639688,5607.0,2803.0,2804.0,
136090,04-12-2025,Customer 976771,9514840424,13503.0,6751.0,6752.0,
136135,31-12-2025,Customer 190702,8457139715,8043.0,4021.0,4022.0,
136145,24-12-2025,Customer 740854,9902183853,12044.0,12044.0,0.0,
136181,04-12-2025,Customer 494117,6517279043,7321.0,3660.0,3661.0,
136228,13-12-2025,Customer 407314,6553025759,7668.0,7668.0,0.0,
136280,25-12-2025,Customer 734451,8122467124,3483.0,1741.0,1742.0,
136295,12-12-2025,Customer 628948,7264290273,11085.0,11085.0,0.0,
136303,31-12-2025,Customer 515966,6769202321,6925.0,6925.0,0.0,
136317,06-12-2025,Customer 909894,8239349468,13595.0,6797.0,6798.0,
136318,08-12-2025,Customer 984397,8244422245,16232.0,8116.0,8116.0,
136320,29-12-2025,Customer 325842,6239989710,7593.0,3796.0,3797.0,
136335,26-12-2025,Customer 677290,7451696888,12793.0,6396.0,6397.0,
136338,13-12-2025,Customer 465949,9417252740,19589.0,9794.0,9795.0,
136347,26-12-2025,Customer 655186,6913009947,13483.0,6741.0,6742.0,
136350,22-12-2025,Customer 325125,9371386485,14248.0,7124.0,7124.0,
136394,21-12-2025,Customer 615255,7274266766,19151.0,9575.0,9576.0,
136405,28-12-2025,Customer 783465,7573556306,17936.0,8968.0,8968.0,
136442,30-12-2025,Customer 767014,7274821369,9844.0,4922.0,4922.0,
136477,03-12-2025,Customer 271204,8237112741,3687.0,3687.0,0.0,
136482,15-12-2025,Customer 352652,7402843203,17274.0,17274.0,0.0,
136514,21-12-2025,Customer 947634,8936310173,10546.0,5273.0,5273.0,
136623,05-12-2025,Customer 497375,8772530076,6074.0,6074.0,0.0,
136636,25-12-2025,Customer 742740,9583937079,1805.0,902.0,903.0,
136641,05-12-2025,Customer 303143,6763408774,17428.0,8714.0,8714.0,
136645,09-12-2025,Customer 823358,9482044894,2237.0,1118.0,1119.0,
136658,13-12-2025,Customer 909840,9397394422,12846.0,12846.0,0.0,
136659,11-12-2025,Customer 880301,8237926290,12053.0,12053.0,0.0,
136690,10-12-2025,Customer 946096,8897279537,1383.0,691.0,692.0,
136731,30-12-2025,Customer 519847,6280880389,18689.0,9344.0,9345.0,
136764,31-12-2025,Customer 214945,7622089772,11146.0,5573.0,5573.0,
136813,26-12-2025,Customer 705486,9036128682,7883.0,7883.0,0.0,
136867,17-12-2025,Customer 746683,9621916029,3781.0,1890.0,1891.0,
136869,23-12-2025,Customer 246316,7470142353,4034.0,2017.0,2017.0,
136876,09-12-2025,Customer 850604,7109178578,8867.0,4433.0,4434.0,
136897,21-12-2025,Customer 289984,9795378648,13371.0,13371.0,0.0,
136913,21-12-2025,Customer 965112,7780039256,12304.0,6152.0,6152.0,
136932,28-12-2025,Customer 949281,9566668518,15587.0,7793.0,7794.0,
136954,09-12-2025,Customer 103677,8504395731,10602.0,5301.0,5301.0,
136976,13-12-2025,Customer 771663,9281470574,18499.0,9249.0,9250.0,
136987,10-12-2025,Customer 446722,7756209407,19042.0,9521.0,9521.0,
137011,13-12-2025,Customer 384960,8397705918,1088.0,1088.0,0.0,
137061,08-12-2025,Customer 721777,6167524950,12361.0,12361.0,0.0,
137065,09-12-2025,Customer 870574,9679262050,12797.0,12797.0,0.0,
137129,17-12-2025,Customer 886854,9957431325,10949.0,10949.0,0.0,
137139,09-12-2025,Customer 865645,6848627817,17886.0,17886.0,0.0,
137148,28-12-2025,Customer 417688,8294135807,18250.0,9125.0,9125.0,
137224,14-12-2025,Customer 560666,9963304388,7794.0,3897.0,3897.0,
137237,25-12-2025,Customer 762364,7520362928,18883.0,18883.0,0.0,
137265,15-12-2025,Customer 434851,6409784393,16563.0,16563.0,0.0,
137272,21-12-2025,Customer 586086,9365684701,2789.0,2789.0,0.0,
137353,12-12-2025,Customer 584634,9345943362,1784.0,892.0,892.0,
137373,09-12-2025,Customer 922647,6583851236,17573.0,17573.0,0.0,
137431,02-12-2025,Customer 648090,6663482503,16865.0,16865.0,0.0,
137442,31-12-2025,Customer 707025,8776982395,10658.0,5329.0,5329.0,
137479,29-12-2025,Customer 653361,6604154104,18326.0,9163.0,9163.0,
137501,06-12-2025,Customer 133716,6048888119,10124.0,10124.0,0.0,
137503,09-12-2025,Customer 495610,6275553670,8554.0,4277.0,4277.0,
137506,13-12-2025,Customer 330360,7478010266,15677.0,15677.0,0.0,
137521,31-12-2025,Customer 613828,9380191311,11890.0,11890.0,0.0,
137524,20-12-2025,Customer 302315,7640370298,4334.0,2167.0,2167.0,
137547,14-12-2025,Customer 931017,8958362652,11802.0,5901.0,5901.0,
137633,07-12-2025,Customer 530647,9441683113,9429.0,4714.0,4715.0,
137656,17-12-2025,Customer 794660,8598909222,18120.0,9060.0,9060.0,
137677,07-12-2025,Customer 195080,8562850170,7356.0,7356.0,0.0,
137704,09-12-2025,Customer 155983,9042896543,12129.0,12129.0,0.0,
137715,02-12-2025,Customer 558615,9530885811,10536.0,5268.0,5268.0,
137732,29-12-2025,Customer 253671,7372488214,3956.0,1978.0,1978.0,
137762,30-12-2025,Customer 642115,9537684659,18944.0,18944.0,0.0,
137789,12-12-2025,Customer 878965,7108985986,9568.0,4784.0,4784.0,
137802,19-12-2025,Customer 795130,9006523949,6320.0,3160.0,3160.0,
137808,31-12-2025,Customer 755183,6814128857,14518.0,14518.0,0.0,
137824,11-12-2025,Customer 250262,8694241818,10613.0,5306.0,5307.0,
137828,25-12-2025,Customer 660866,6111675134,3822.0,1911.0,1911.0,
137844,31-12-2025,Customer 159063,8454981646,13311.0,6655.0,6656.0,
137847,03-12-2025,Customer 223718,7261430308,14031.0,7015.0,7016.0,
137860,30-12-2025,Customer 102364,9918155835,3527.0,1763.0,1764.0,
138004,17-12-2025,Customer 130806,7597653669,1634.0,817.0,817.0,
138091,12-12-2025,Customer 540409,8569050957,10796.0,5398.0,5398.0,
138107,31-12-2025,Customer 304891,9309874280,6660.0,3330.0,3330.0,
138127,12-12-2025,Customer 967807,9513908041,10647.0,10647.0,0.0,
138129,20-12-2025,Customer 117170,8941673047,17677.0,8838.0,8839.0,
138179,29-12-2025,Customer 346556,9369174345,17829.0,17829.0,0.0,
138205,04-12-2025,Customer 536877,9959479527,5685.0,5685.0,0.0,
138217,06-12-2025,Customer 388869,6196777284,11740.0,11740.0,0.0,
138233,15-12-2025,Customer 164808,7914405106,831.0,415.0,416.0,
138234,03-12-2025,Customer 775800,9046479936,4946.0,2473.0,2473.0,
138239,27-12-2025,Customer 105776,6749144017,7217.0,3608.0,3609.0,
138245,19-12-2025,Customer 564760,6106427702,595.0,297.0,298.0,
138261,26-12-2025,Customer 149197,6210815388,5850.0,5850.0,0.0,
138273,10-12-2025,Customer 925352,9660905746,15347.0,15347.0,0.0,
138280,13-12-2025,Customer 739249,6385375712,1851.0,1851.0,0.0,
138385,11-12-2025,Customer 513245,6973712443,8130.0,4065.0,4065.0,
138436,17-12-2025,Customer 586084,9685538456,9405.0,4702.0,4703.0,
138488,10-12-2025,Customer 290989,8865408951,14288.0,7144.0,7144.0,
138500,29-12-2025,Customer 122878,9077605383,14451.0,14451.0,0.0,
138574,09-12-2025,Customer 685089,6063128055,17367.0,8683.0,8684.0,
138609,03-12-2025,Customer 700364,9125500153,17000.0,8500.0,8500.0,
138633,26-12-2025,Customer 418249,9610692553,5363.0,5363.0,0.0,
138675,18-12-2025,Customer 422917,7081455684,9172.0,4586.0,4586.0,
138682,15-12-2025,Customer 742714,7465752584,4022.0,2011.0,2011.0,
